key,value
UA000000107372351,"{""device"":""Android"",""ecommerce"":{},""event_name"":""warranty"",""event_previous_timestamp"":1593878795186473,""event_timestamp"":1593880065467771,""geo"":{""city"":""Fremont"",""state"":""CA""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593878103204052,""user_id"":""UA000000107372351""}"
UA000000107388595,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593879886915469,""event_timestamp"":1593880065523729,""geo"":{""city"":""Columbus"",""state"":""OH""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879886915469,""user_id"":""UA000000107388595""}"
UA000000107390251,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880067584350,""geo"":{""city"":""West Memphis"",""state"":""AR""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880067584350,""user_id"":""UA000000107390251""}"
UA000000107371155,"{""device"":""Android"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593879741568909,""event_timestamp"":1593880067582818,""geo"":{""city"":""Fairmont"",""state"":""WV""},""items"":[{""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595.0,""price_in_usd"":595.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593877973584206,""user_id"":""UA000000107371155""}"
UA000000107390259,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880068494633,""geo"":{""city"":""San Antonio"",""state"":""TX""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880068494633,""user_id"":""UA000000107390259""}"
UA000000107390217,"{""device"":""Android"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593880064702874,""event_timestamp"":1593880068613580,""geo"":{""city"":""Wyoming"",""state"":""MI""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880064702874,""user_id"":""UA000000107390217""}"
UA000000107389646,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""reviews"",""event_previous_timestamp"":1593880006191538,""event_timestamp"":1593880070412659,""geo"":{""city"":""Charleston"",""state"":""SC""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880006191538,""user_id"":""UA000000107389646""}"
UA000000107390289,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880072629778,""geo"":{""city"":""Pasadena"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880072629778,""user_id"":""UA000000107390289""}"
UA000000107390028,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593880048284551,""event_timestamp"":1593880071896142,""geo"":{""city"":""Plainfield"",""state"":""NJ""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880048284551,""user_id"":""UA000000107390028""}"
UA000000107385236,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593879521000949,""event_timestamp"":1593880075396798,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879521000949,""user_id"":""UA000000107385236""}"
UA000000107389484,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""delivery"",""event_previous_timestamp"":1593879987942897,""event_timestamp"":1593880074684020,""geo"":{""city"":""Oakland"",""state"":""CA""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593879987942897,""user_id"":""UA000000107389484""}"
UA000000107390329,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880076373679,""geo"":{""city"":""Covington"",""state"":""GA""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880076373679,""user_id"":""UA000000107390329""}"
UA000000107222969,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593823115736762,""event_timestamp"":1593880079849661,""geo"":{""city"":""North Las Vegas"",""state"":""NV""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593821751655229,""user_id"":""UA000000107222969""}"
UA000000107390386,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880081301259,""geo"":{""city"":""Largo"",""state"":""FL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880081301259,""user_id"":""UA000000107390386""}"
UA000000107383849,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593879797746432,""event_timestamp"":1593880080694512,""geo"":{""city"":""Forest Park"",""state"":""OH""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879371582673,""user_id"":""UA000000107383849""}"
UA000000107390009,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""press"",""event_previous_timestamp"":1593880059838207,""event_timestamp"":1593880080879901,""geo"":{""city"":""Los Angeles"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880046445235,""user_id"":""UA000000107390009""}"
UA000000107372842,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""cart"",""event_previous_timestamp"":1593879815332545,""event_timestamp"":1593880084979283,""geo"":{""city"":""Lewiston"",""state"":""ME""},""items"":[{""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045.0,""price_in_usd"":1045.0,""quantity"":1}],""traffic_source"":""email"",""user_first_touch_timestamp"":1593878162052188,""user_id"":""UA000000107372842""}"
UA000000107390474,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880089455845,""geo"":{""city"":""Los Angeles"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880089455845,""user_id"":""UA000000107390474""}"
UA000000107389632,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593880004350404,""event_timestamp"":1593880082114315,""geo"":{""city"":""Tucson"",""state"":""AZ""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880004350404,""user_id"":""UA000000107389632""}"
UA000000107390422,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880084619479,""geo"":{""city"":""Fort Worth"",""state"":""TX""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880084619479,""user_id"":""UA000000107390422""}"
UA000000107377793,"{""device"":""Android"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593879336576215,""event_timestamp"":1593880080227954,""geo"":{""city"":""Tampa"",""state"":""FL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593878706678916,""user_id"":""UA000000107377793""}"
UA000000107390411,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880083228962,""geo"":{""city"":""West Jordan"",""state"":""UT""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880083228962,""user_id"":""UA000000107390411""}"
UA000000107371358,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""faq"",""event_previous_timestamp"":1593878473870232,""event_timestamp"":1593880090632675,""geo"":{""city"":""Fairview Heights"",""state"":""IL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593877993746757,""user_id"":""UA000000107371358""}"
UA000000107383506,"{""device"":""Android"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593879333416852,""event_timestamp"":1593880091906112,""geo"":{""city"":""Kirkland"",""state"":""WA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879333416852,""user_id"":""UA000000107383506""}"
UA000000107379234,"{""device"":""Android"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593878868091052,""event_timestamp"":1593880093546185,""geo"":{""city"":""Monterey Park"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593878868091052,""user_id"":""UA000000107379234""}"
UA000000107390422,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880084619479,""geo"":{""city"":""Fort Worth"",""state"":""TX""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880084619479,""user_id"":""UA000000107390422""}"
UA000000107383849,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593879797746432,""event_timestamp"":1593880080694512,""geo"":{""city"":""Forest Park"",""state"":""OH""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879371582673,""user_id"":""UA000000107383849""}"
UA000000107390009,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""press"",""event_previous_timestamp"":1593880059838207,""event_timestamp"":1593880080879901,""geo"":{""city"":""Los Angeles"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880046445235,""user_id"":""UA000000107390009""}"
UA000000107390411,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880083228962,""geo"":{""city"":""West Jordan"",""state"":""UT""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880083228962,""user_id"":""UA000000107390411""}"
UA000000107390289,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593880072629778,""event_timestamp"":1593880085855928,""geo"":{""city"":""Pasadena"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880072629778,""user_id"":""UA000000107390289""}"
UA000000107390439,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880085858248,""geo"":{""city"":""Philadelphia"",""state"":""PA""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593880085858248,""user_id"":""UA000000107390439""}"
UA000000107367935,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593879553756826,""event_timestamp"":1593880086630914,""geo"":{""city"":""Conroe"",""state"":""TX""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593877610302038,""user_id"":""UA000000107367935""}"
UA000000107367935,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593879553756826,""event_timestamp"":1593880086630914,""geo"":{""city"":""Conroe"",""state"":""TX""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593877610302038,""user_id"":""UA000000107367935""}"
UA000000107371595,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593878117494362,""event_timestamp"":1593880087726177,""geo"":{""city"":""Oviedo"",""state"":""FL""},""items"":[{""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1795.0,""price_in_usd"":1795.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593878018760124,""user_id"":""UA000000107371595""}"
UA000000107390386,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880081301259,""geo"":{""city"":""Largo"",""state"":""FL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880081301259,""user_id"":""UA000000107390386""}"
UA000000107389632,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593880004350404,""event_timestamp"":1593880082114315,""geo"":{""city"":""Tucson"",""state"":""AZ""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880004350404,""user_id"":""UA000000107389632""}"
UA000000107390520,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880094414194,""geo"":{""city"":""Sunrise"",""state"":""FL""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880094414194,""user_id"":""UA000000107390520""}"
UA000000107377793,"{""device"":""Android"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593879336576215,""event_timestamp"":1593880080227954,""geo"":{""city"":""Tampa"",""state"":""FL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593878706678916,""user_id"":""UA000000107377793""}"
UA000000107390289,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593880072629778,""event_timestamp"":1593880085855928,""geo"":{""city"":""Pasadena"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880072629778,""user_id"":""UA000000107390289""}"
UA000000107390439,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880085858248,""geo"":{""city"":""Philadelphia"",""state"":""PA""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593880085858248,""user_id"":""UA000000107390439""}"
UA000000107371595,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593878117494362,""event_timestamp"":1593880087726177,""geo"":{""city"":""Oviedo"",""state"":""FL""},""items"":[{""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1795.0,""price_in_usd"":1795.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593878018760124,""user_id"":""UA000000107371595""}"
UA000000107390507,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880092810800,""geo"":{""city"":""Fargo"",""state"":""ND""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880092810800,""user_id"":""UA000000107390507""}"
UA000000107388141,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593879839403268,""event_timestamp"":1593880090592345,""geo"":{""city"":""San Francisco"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879839403268,""user_id"":""UA000000107388141""}"
UA000000107362433,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""cart"",""event_previous_timestamp"":1593879997626931,""event_timestamp"":1593880094388806,""geo"":{""city"":""Pacifica"",""state"":""CA""},""items"":[{""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595.0,""price_in_usd"":595.0,""quantity"":1}],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593877014978109,""user_id"":""UA000000107362433""}"
UA000000107390606,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880101991843,""geo"":{""city"":""Seattle"",""state"":""WA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880101991843,""user_id"":""UA000000107390606""}"
UA000000107390177,"{""device"":""Android"",""ecommerce"":{},""event_name"":""add_item"",""event_previous_timestamp"":1593880060406714,""event_timestamp"":1593880102549626,""geo"":{""city"":""Fort Wayne"",""state"":""IN""},""items"":[{""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195.0,""price_in_usd"":1195.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880060406714,""user_id"":""UA000000107390177""}"
UA000000107390629,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880104588113,""geo"":{""city"":""Lancaster"",""state"":""CA""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880104588113,""user_id"":""UA000000107390629""}"
UA000000107390544,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880096681799,""geo"":{""city"":""San Francisco"",""state"":""CA""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593880096681799,""user_id"":""UA000000107390544""}"
UA000000107390607,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880102182770,""geo"":{""city"":""Bonita Springs"",""state"":""FL""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880102182770,""user_id"":""UA000000107390607""}"
UA000000107362433,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593880094388806,""event_timestamp"":1593880097564602,""geo"":{""city"":""Pacifica"",""state"":""CA""},""items"":[{""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595.0,""price_in_usd"":595.0,""quantity"":1}],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593877014978109,""user_id"":""UA000000107362433""}"
UA000000107390621,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880103188532,""geo"":{""city"":""Deltona"",""state"":""FL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880103188532,""user_id"":""UA000000107390621""}"
UA000000107335605,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""guest"",""event_previous_timestamp"":1593879868069316,""event_timestamp"":1593880107984882,""geo"":{""city"":""Frederick"",""state"":""MD""},""items"":[{""item_id"":""M_PREM_F"",""item_name"":""Premium Full Mattress"",""item_revenue_in_usd"":1695.0,""price_in_usd"":1695.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593873851950592,""user_id"":""UA000000107335605""}"
UA000000107390696,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880111456049,""geo"":{""city"":""El Dorado"",""state"":""KS""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880111456049,""user_id"":""UA000000107390696""}"
UA000000107375260,"{""device"":""Android"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593878423733998,""event_timestamp"":1593880112588960,""geo"":{""city"":""Amarillo"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593878423733998,""user_id"":""UA000000107375260""}"
UA000000107388298,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593879854964876,""event_timestamp"":1593880108643251,""geo"":{""city"":""Houston"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879854964876,""user_id"":""UA000000107388298""}"
UA000000107384806,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""warranty"",""event_previous_timestamp"":1593879474777300,""event_timestamp"":1593880113938228,""geo"":{""city"":""Eugene"",""state"":""OR""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879474777300,""user_id"":""UA000000107384806""}"
UA000000107365718,"{""device"":""Android"",""ecommerce"":{},""event_name"":""delivery"",""event_previous_timestamp"":1593877803363232,""event_timestamp"":1593880113978855,""geo"":{""city"":""Orange"",""state"":""TX""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593877373624040,""user_id"":""UA000000107365718""}"
UA000000107363652,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""faq"",""event_previous_timestamp"":1593879938925343,""event_timestamp"":1593880114570023,""geo"":{""city"":""Alexandria"",""state"":""LA""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593877147276054,""user_id"":""UA000000107363652""}"
UA000000107373459,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593878223632451,""event_timestamp"":1593880111081614,""geo"":{""city"":""Garden Grove"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593878223632451,""user_id"":""UA000000107373459""}"
UA000000107390701,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880111946017,""geo"":{""city"":""Kingsburg"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880111946017,""user_id"":""UA000000107390701""}"
UA000000107335605,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""shipping_info"",""event_previous_timestamp"":1593880107984882,""event_timestamp"":1593880112952104,""geo"":{""city"":""Frederick"",""state"":""MD""},""items"":[{""item_id"":""M_PREM_F"",""item_name"":""Premium Full Mattress"",""item_revenue_in_usd"":1695.0,""price_in_usd"":1695.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593873851950592,""user_id"":""UA000000107335605""}"
UA000000107390723,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880114490046,""geo"":{""city"":""Fort Wayne"",""state"":""IN""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880114490046,""user_id"":""UA000000107390723""}"
UA000000107390698,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880111810856,""geo"":{""city"":""Austin"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880111810856,""user_id"":""UA000000107390698""}"
UA000000107390706,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880112491510,""geo"":{""city"":""Plant City"",""state"":""FL""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880112491510,""user_id"":""UA000000107390706""}"
UA000000107388298,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593879854964876,""event_timestamp"":1593880108643251,""geo"":{""city"":""Houston"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879854964876,""user_id"":""UA000000107388298""}"
UA000000107390696,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""faq"",""event_previous_timestamp"":1593880111456049,""event_timestamp"":1593880116859074,""geo"":{""city"":""El Dorado"",""state"":""KS""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880111456049,""user_id"":""UA000000107390696""}"
UA000000107390744,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""pillows"",""event_timestamp"":1593880116679089,""geo"":{""city"":""Madison"",""state"":""WI""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880116679089,""user_id"":""UA000000107390744""}"
UA000000107390744,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""pillows"",""event_timestamp"":1593880116679089,""geo"":{""city"":""Madison"",""state"":""WI""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880116679089,""user_id"":""UA000000107390744""}"
UA000000107390696,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""faq"",""event_previous_timestamp"":1593880111456049,""event_timestamp"":1593880116859074,""geo"":{""city"":""El Dorado"",""state"":""KS""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880111456049,""user_id"":""UA000000107390696""}"
UA000000107355104,"{""device"":""Android"",""ecommerce"":{},""event_name"":""cc_info"",""event_previous_timestamp"":1593877499087539,""event_timestamp"":1593880125900949,""geo"":{""city"":""Oregon"",""state"":""OH""},""items"":[{""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045.0,""price_in_usd"":1045.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593876168062771,""user_id"":""UA000000107355104""}"
UA000000107390606,"{""device"":""Android"",""ecommerce"":{},""event_name"":""add_item"",""event_previous_timestamp"":1593880101991843,""event_timestamp"":1593880120586106,""geo"":{""city"":""Seattle"",""state"":""WA""},""items"":[{""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095.0,""price_in_usd"":1095.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880101991843,""user_id"":""UA000000107390606""}"
UA000000107390788,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""pillows"",""event_timestamp"":1593880121354219,""geo"":{""city"":""Bryan"",""state"":""TX""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880121354219,""user_id"":""UA000000107390788""}"
UA000000107337432,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""shipping_info"",""event_previous_timestamp"":1593877292297257,""event_timestamp"":1593880128821368,""geo"":{""city"":""Rialto"",""state"":""CA""},""items"":[{""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1995.0,""price_in_usd"":1995.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593874084196568,""user_id"":""UA000000107337432""}"
UA000000107390606,"{""device"":""Android"",""ecommerce"":{},""event_name"":""add_item"",""event_previous_timestamp"":1593880101991843,""event_timestamp"":1593880120586106,""geo"":{""city"":""Seattle"",""state"":""WA""},""items"":[{""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095.0,""price_in_usd"":1095.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880101991843,""user_id"":""UA000000107390606""}"
UA000000107390788,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""pillows"",""event_timestamp"":1593880121354219,""geo"":{""city"":""Bryan"",""state"":""TX""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880121354219,""user_id"":""UA000000107390788""}"
UA000000106581126,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""cc_info"",""event_previous_timestamp"":1593879902913383,""event_timestamp"":1593880123694767,""geo"":{""city"":""Arlington"",""state"":""TX""},""items"":[{""coupon"":""NEWBED10"",""item_id"":""M_PREM_F"",""item_name"":""Premium Full Mattress"",""item_revenue_in_usd"":1525.5,""price_in_usd"":1695.0,""quantity"":1}],""traffic_source"":""email"",""user_first_touch_timestamp"":1593623684582377,""user_id"":""UA000000106581126""}"
UA000000107381244,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""login"",""event_previous_timestamp"":1593879723938273,""event_timestamp"":1593880123959863,""geo"":{""city"":""Irving"",""state"":""TX""},""items"":[{""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1995.0,""price_in_usd"":1995.0,""quantity"":1}],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593879087177901,""user_id"":""UA000000107381244""}"
UA000000107390706,"{""device"":""Android"",""ecommerce"":{},""event_name"":""warranty"",""event_previous_timestamp"":1593880112491510,""event_timestamp"":1593880125995117,""geo"":{""city"":""Plant City"",""state"":""FL""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880112491510,""user_id"":""UA000000107390706""}"
UA000000107388602,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593879887602867,""event_timestamp"":1593880126100765,""geo"":{""city"":""Oklahoma City"",""state"":""OK""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879887602867,""user_id"":""UA000000107388602""}"
UA000000107363722,"{""device"":""Android"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593878131645654,""event_timestamp"":1593880126746771,""geo"":{""city"":""Madison"",""state"":""AL""},""items"":[{""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595.0,""price_in_usd"":595.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593877154338249,""user_id"":""UA000000107363722""}"
UA000000107372842,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593880084979283,""event_timestamp"":1593880127940385,""geo"":{""city"":""Lewiston"",""state"":""ME""},""items"":[{""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045.0,""price_in_usd"":1045.0,""quantity"":1}],""traffic_source"":""email"",""user_first_touch_timestamp"":1593878162052188,""user_id"":""UA000000107372842""}"
UA000000107390698,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593880111810856,""event_timestamp"":1593880128204092,""geo"":{""city"":""Austin"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880111810856,""user_id"":""UA000000107390698""}"
